what,kind,bundleId,bundleVersion,description,time
started,bundle,com.ibm.team.log4j.ui,1.1.1.v20110524_1821,"com.ibm.team.log4j.ui",1346217456703
started,bundle,com.ibm.team.metronome,3.0.1.v20110602_1036,"com.ibm.team.metronome",1346217456704
started,bundle,com.ibm.team.process.common,1.2.1.v20110524_1821,"com.ibm.team.process.common",1346217456706
started,bundle,com.ibm.team.process.rcp.ui,1.2.1.v20110524_1821,"com.ibm.team.process.rcp.ui",1346217456707
started,bundle,com.ibm.team.repository.client,1.1.1.v20110524_1821,"com.ibm.team.repository.client",1346217456708
started,bundle,com.ibm.team.repository.common,1.1.1.v20110524_1821,"com.ibm.team.repository.common",1346217456710
started,bundle,com.ibm.team.repository.common.remoteaccess,1.1.1.v20110524_1821,"com.ibm.team.repository.common.remoteaccess",1346217456717
started,bundle,com.ibm.team.repository.common.serialize,1.1.1.v20110524_1821,"com.ibm.team.repository.common.serialize",1346217456718
started,bundle,com.ibm.team.repository.rcp.common,3.0.1.v20110602_1036,"com.ibm.team.repository.rcp.common",1346217456720
started,bundle,com.ibm.team.repository.rcp.core,3.0.1.v20110602_1036,"com.ibm.team.repository.rcp.core",1346217456722
started,bundle,com.ibm.team.repository.rcp.ui,3.0.1.v20110602_1036,"com.ibm.team.repository.rcp.ui",1346217456724
started,bundle,com.ibm.team.scm.common,3.0.1.v20110602_1036,"com.ibm.team.scm.common",1346217456726
started,bundle,com.ibm.team.workitem.client,3.0.1.v20110602_1036,"com.ibm.team.workitem.client",1346217456728
started,bundle,com.ibm.team.workitem.common,3.0.1.v20110602_1036,"com.ibm.team.workitem.common",1346217456730
started,bundle,com.ibm.team.workitem.rcp.core,3.0.1.v20110602_1036,"com.ibm.team.workitem.rcp.core",1346217456731
started,bundle,com.ibm.team.workitem.rcp.ui,3.0.1.v20110602_1036,"com.ibm.team.workitem.rcp.ui",1346217456732
started,bundle,com.ibm.teamz.fileagent,1.1.0.v20110602_1036,"com.ibm.teamz.fileagent",1346217456733
os,sysinfo,,,"win32",1346217456736
arch,sysinfo,,,"x86",1346217456736
ws,sysinfo,,,"win32",1346217456736
locale,sysinfo,,,"en_ZA",1346217456736
processors,sysinfo,,,"4",1346217456736
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1346217456736
java.runtime.version,sysinfo,,,"1.6.0_01-b06",1346217456736
java.specification.name,sysinfo,,,"Java Platform API Specification",1346217456736
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1346217456736
java.specification.version,sysinfo,,,"1.6",1346217456736
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1346217456736
java.version,sysinfo,,,"1.6.0_01",1346217456736
java.vm.info,sysinfo,,,"mixed mode",1346217456736
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1346217456736
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1346217456736
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1346217456736
java.vm.specification.version,sysinfo,,,"1.0",1346217456736
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1346217456736
java.vm.version,sysinfo,,,"1.6.0_01-b06",1346217456736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346217529388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346217576272
started,bundle,com.ibm.team.apt.ide.core,3.0.1.v20110602_1036,"com.ibm.team.apt.ide.core",1346217583588
started,bundle,com.ibm.team.apt.ide.ui,3.0.1.v20110602_1036,"com.ibm.team.apt.ide.ui",1346217583592
started,bundle,com.ibm.team.enterprise.common.ui,3.0.1.v20110602_1036,"com.ibm.team.enterprise.common.ui",1346217583635
started,bundle,com.ibm.team.process.definitions.ide.ui,3.0.1.v20110602_1036,"com.ibm.team.process.definitions.ide.ui",1346217583708
started,bundle,com.ibm.team.process.client,1.2.1.v20110524_1821,"com.ibm.team.process.client",1346217583961
started,bundle,com.ibm.team.process.ide.ui,1.2.1.v20110524_1821,"com.ibm.team.process.ide.ui",1346217584028
started,bundle,com.ibm.team.reports.rcp.ui,2.1.1.v20110524_1821,"com.ibm.team.reports.rcp.ui",1346217584060
started,bundle,com.ibm.team.reports.ide.ui,2.1.1.v20110524_1821,"com.ibm.team.reports.ide.ui",1346217584060
started,bundle,com.ibm.team.workitem.ide.ui,3.0.1.v20110602_1036,"com.ibm.team.workitem.ide.ui",1346217584071
error,log,,,"Internal Error",1346217584207
opened,view,com.ibm.team.process.rcp.ui,1.2.1.v20110524_1821,"com.ibm.team.process.rcp.ui.teamArtifactsNavigator",1346217584316
activated,view,com.ibm.team.process.rcp.ui,1.2.1.v20110524_1821,"com.ibm.team.process.rcp.ui.teamArtifactsNavigator",1346217584369
started,bundle,org.eclipse.emf.ecoretools.diagram.ui.outline,0.9.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram.ui.outline",1346217585422
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.4.0.v20100331-2359,"org.eclipse.gmf.runtime.diagram.core",1346217585446
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.edit",1346217585458
started,bundle,org.eclipse.emf.ecoretools.diagram,0.10.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram",1346217585485
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1346217586264
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.TaskList.",1346217590682
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1346217591037
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1346217591041
